index,city_id,city,country_id,last_update
548,549,Tychy,76,2019-04-11 18:11:48
549,550,Udaipur,44,2019-04-11 18:11:48
550,551,Udine,49,2019-04-11 18:11:48
551,552,Ueda,50,2019-04-11 18:11:48
552,553,Uijongbu,86,2019-04-11 18:11:48
553,554,Uluberia,44,2019-04-11 18:11:48
554,555,Urawa,50,2019-04-11 18:11:48
555,556,Uruapan,60,2019-04-11 18:11:48
556,557,Usak,97,2019-04-11 18:11:48
557,558,Usolje-Sibirskoje,80,2019-04-11 18:11:48
558,559,Uttarpara-Kotrung,44,2019-04-11 18:11:48
559,560,Vaduz,55,2019-04-11 18:11:48
560,561,Valencia,104,2019-04-11 18:11:48
561,562,Valle de la Pascua,104,2019-04-11 18:11:48
562,563,Valle de Santiago,60,2019-04-11 18:11:48
563,564,Valparai,44,2019-04-11 18:11:48
564,565,Vancouver,20,2019-04-11 18:11:48
565,566,Varanasi (Benares),44,2019-04-11 18:11:48
566,567,Vicente Lpez,6,2019-04-11 18:11:48
567,568,Vijayawada,44,2019-04-11 18:11:48
568,569,Vila Velha,15,2019-04-11 18:11:48
569,570,Vilnius,56,2019-04-11 18:11:48
570,571,Vinh,105,2019-04-11 18:11:48
571,572,Vitria de Santo Anto,15,2019-04-11 18:11:48
572,573,Warren,103,2019-04-11 18:11:48
573,574,Weifang,23,2019-04-11 18:11:48
574,575,Witten,38,2019-04-11 18:11:48
575,576,Woodridge,8,2019-04-11 18:11:48
576,577,Wroclaw,76,2019-04-11 18:11:48
577,578,Xiangfan,23,2019-04-11 18:11:48
578,579,Xiangtan,23,2019-04-11 18:11:48
579,580,Xintai,23,2019-04-11 18:11:48
580,581,Xinxiang,23,2019-04-11 18:11:48
581,582,Yamuna Nagar,44,2019-04-11 18:11:48
582,583,Yangor,65,2019-04-11 18:11:48
583,584,Yantai,23,2019-04-11 18:11:48
584,585,Yaound,19,2019-04-11 18:11:48
585,586,Yerevan,7,2019-04-11 18:11:48
586,587,Yinchuan,23,2019-04-11 18:11:48
587,588,Yingkou,23,2019-04-11 18:11:48
588,589,York,102,2019-04-11 18:11:48
589,590,Yuncheng,23,2019-04-11 18:11:48
590,591,Yuzhou,23,2019-04-11 18:11:48
591,592,Zalantun,23,2019-04-11 18:11:48
592,593,Zanzibar,93,2019-04-11 18:11:48
593,594,Zaoyang,23,2019-04-11 18:11:48
594,595,Zapopan,60,2019-04-11 18:11:48
595,596,Zaria,69,2019-04-11 18:11:48
596,597,Zeleznogorsk,80,2019-04-11 18:11:48
597,598,Zhezqazghan,51,2019-04-11 18:11:48
598,599,Zhoushan,23,2019-04-11 18:11:48
599,600,Ziguinchor,83,2019-04-11 18:11:48
